SIDO_NM,CCG_NM,TP_BUZ_NO,TP_BUZ_NM,AGE_CD,cnt_growth_pct_m,population_growth_pct_m,cnt_per_resident_growth_pct_m,gap_beta,national_gap_beta,benchmark_adjusted_gap_pct_m,AGE_GROUP
경상남도,창원시 의창구,8006,서양음식,5,4.031602283530072,-0.013714984423671481,4.045872158690109,0.039661694355720103,0.04275833888330978,-0.30918548691566183,50대
경상남도,창원시 의창구,8006,서양음식,6,4.4794328346123,0.5284056093054454,3.9302595135768543,0.038549906612651244,0.04954779226480192,-1.0937630004947236,60대 이상
경상남도,창원시 의창구,8021,스넥,2,5.709861128036623,-0.29131817477789096,6.018712907401477,0.05844542940545569,0.03032973415546734,2.8514671800225666,20대
경상남도,창원시 의창구,8021,스넥,3,2.2697143844638776,0.5625232888871485,1.6976414669632554,0.01683392571553171,0.02001327019127806,-0.3174295712102199,30대
경상남도,창원시 의창구,8021,스넥,4,1.6023243517198162,0.08337340009474897,1.517685605532986,0.015062839734347681,0.017584404975941836,-0.2518388766417744,40대
경상남도,창원시 의창구,8021,스넥,5,1.2510742324396469,-0.013714984423671481,1.2649627063014528,0.012570288895518898,0.024988750980419992,-1.2341671188257382,50대
경상남도,창원시 의창구,8021,스넥,6,2.564425932832517,0.5284056093054454,2.025318427350654,0.020050816370710017,0.044013715389069265,-2.367806841196826,60대 이상
경상남도,창원시 의창구,8301,제과점,2,-1.5528661364209797,-0.29131817477789096,-1.2652338177075069,-0.012733060615592274,-0.0034536036789113212,-0.9236535640866282,20대
경상남도,창원시 의창구,8301,제과점,3,-1.1568627726379193,0.5625232888871485,-1.7097682171177897,-0.017245535259091276,-0.0017248833080512633,-1.5400827352143316,30대
경상남도,창원시 의창구,8301,제과점,4,-0.9046776827937069,0.08337340009474897,-0.9872279973403859,-0.009921334046717436,0.00023657260190021717,-1.0106489359489828,40대
경상남도,창원시 의창구,8301,제과점,5,-0.07319941785899164,-0.013714984423671481,-0.05949259283516074,-0.0005951029670017911,0.0034384319726825144,-0.40254111638111273,50대
경상남도,창원시 의창구,8301,제과점,6,2.0062994045768145,0.5284056093054454,1.4701255692993578,0.014594239803852764,0.017449393929811714,-0.28510820498077144,60대 이상
경상남도,창원시 진해구,4004,대형할인점,2,-1.3813936395675444,-0.5044072262867846,-0.881432422112731,-0.008853400165015885,-0.02890151499465711,2.0250428021351725,20대
경상남도,창원시 진해구,4004,대형할인점,3,-2.1113982196299395,-0.24691837289571436,-1.8690949856606935,-0.018867833206089455,-0.025824719329818023,0.6981141470602618,30대
경상남도,창원시 진해구,4004,대형할인점,4,-2.1106625550937475,-0.45154891127699903,-1.666639335591526,-0.01680684037328284,-0.024531775223838082,0.7754849138808233,40대
경상남도,창원시 진해구,4004,대형할인점,5,-1.66375830469312,0.05600290175032678,-1.718798629335774,-0.017337414451092516,-0.019940065607136653,0.26060409927803874,50대
경상남도,창원시 진해구,4004,대형할인점,6,-0.7975621391316514,0.28606396341587476,-1.0805350810685228,-0.01086415257987911,-0.005566307444719953,-0.5283836303412832,60대 이상
경상남도,창원시 진해구,4010,편의점,2,2.6104207650109554,-0.5044072262867846,3.130619060064215,0.030826145037512576,0.037689412023441095,-0.683976855846153,20대
경상남도,창원시 진해구,4010,편의점,3,2.157840708254649,-0.24691837289571436,2.4107115709365288,0.023821126331502233,0.025947096536290716,-0.2123711930757243,30대
경상남도,창원시 진해구,4010,편의점,4,2.3160010938128406,-0.45154891127699903,2.7801035323224155,0.02742160289522033,0.03476626596572525,-0.7317756945134726,40대
경상남도,창원시 진해구,4010,편의점,5,2.7024480357971923,0.05600290175032678,2.644963877525204,0.026105895167862363,0.042046751158504446,-1.5814472988008723,50대
경상남도,창원시 진해구,4010,편의점,6,3.027624106166034,0.28606396341587476,2.7337398980483214,0.026970405698119038,0.051056750551709176,-2.379858384954991,60대 이상
경상남도,창원시 진해구,4020,슈퍼마켓,2,-1.9068352620596005,-0.5044072262867846,-1.40953784652795,-0.014195661781820463,0.006729608126393874,-2.07078555731052,20대
경상남도,창원시 진해구,4020,슈퍼마켓,3,-1.734379843899022,-0.24691837289571436,-1.4911433779697327,-0.015023726907684776,0.002332960526697597,-1.720692783034443,30대
경상남도,창원시 진해구,4020,슈퍼마켓,4,-2.251497262052681,-0.45154891127699903,-1.8081128647310338,-0.01824658977099719,0.0019698678399135716,-2.0013475194879335,40대
경상남도,창원시 진해구,4020,슈퍼마켓,5,-1.792735686118534,0.05600290175032678,-1.8477038201138454,-0.018649870940328685,0.007359826010089572,-2.5674358424496746,50대
경상남도,창원시 진해구,4020,슈퍼마켓,6,-0.952685152991708,0.28606396341587476,-1.2352156096778069,-0.012429078068049038,0.01882841124984108,-3.0774024392276553,60대 이상
경상남도,창원시 진해구,8001,일반한식,2,-0.6461776300592253,-0.5044072262867846,-0.1424891292369853,-0.0014259074153252574,0.014901896024596998,-1.6195227396580067,20대
경상남도,창원시 진해구,8001,일반한식,3,0.6025580999203656,-0.24691837289571436,0.8515791782669754,0.00847973697339047,0.013303390078761572,-0.4812037974023467,30대
경상남도,창원시 진해구,8001,일반한식,4,1.0047427203766552,-0.45154891127699903,1.4628973286141118,0.01452300210596523,0.012093348211004136,0.24326078959012362,40대
경상남도,창원시 진해구,8001,일반한식,5,0.2993491143949566,0.05600290175032678,0.24321000798281223,0.0024291473110793047,0.017840014928554585,-1.5292727854438701,50대
경상남도,창원시 진해구,8001,일반한식,6,1.6654832991734596,0.28606396341587476,1.3754845700802396,0.013661106412192175,0.03549259681047882,-2.1594908186817943,60대 이상
경상남도,창원시 진해구,8002,갈비전문점,5,5.909755483993785,0.05600290175032678,5.85047614583558,0.056857309890039835,0.017070689184325617,4.058871041665445,50대
경상남도,창원시 진해구,8002,갈비전문점,6,-4.679130442807445,0.28606396341587476,-4.951031289885513,-0.05077796708500815,0.026479688471356767,-7.434867632826711,60대 이상
경상남도,창원시 진해구,8004,일식회집,2,2.096145622611658,-0.5044072262867846,2.6137367258195883,0.0258016240031834,0.012195698299530277,1.3698907533499776,20대
경상남도,창원시 진해구,8004,일식회집,3,1.9169160190526637,-0.24691837289571436,2.169190521890037,0.021459983728711916,0.01433216132013325,0.7153285798276469,30대
경상남도,창원시 진해구,8004,일식회집,4,0.7323518015032867,-0.45154891127699903,1.1892708523662803,0.011822545999443865,0.019281450646744247,-0.743115605226844,40대
경상남도,창원시 진해구,8004,일식회집,5,-4.605461314887941,0.05600290175032678,-4.658855122581279,-0.04770872791956443,0.027485000145439743,-7.243622621363017,50대
경상남도,창원시 진해구,8004,일식회집,6,-7.804883441029986,0.28606396341587476,-8.067868141078325,-0.08411957835714552,0.047279563597656345,-12.313229015884193,60대 이상
경상남도,창원시 진해구,8005,중국음식,2,-0.7458451886668737,-0.5044072262867846,-0.24266196687646358,-0.00242956868199471,0.0030590258027918893,-0.547355966932227,20대
경상남도,창원시 진해구,8005,중국음식,3,1.3985199963611255,-0.24691837289571436,1.6495113157584413,0.016360546556345515,-0.005172516071470769,2.1766572066809906,30대
