BC업종,SEMAS소분류코드,SEMAS소분류명,매핑신뢰도,API관측업종명,전국점포수,시도코드,시도,시군구코드,시군구,점포수
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,11,서울특별시,11545,금천구,11
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41370,오산시,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,52,전북특별자치도,52111,전주시 완산구,18
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26380,사하구,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,28,인천광역시,28237,부평구,11
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,47,경상북도,47760,영양군,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26440,강서구,5
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,52,전북특별자치도,52740,장수군,3
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,52,전북특별자치도,52770,순창군,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,47,경상북도,47210,영주시,8
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,27,대구광역시,27720,군위군,3
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,28,인천광역시,28185,연수구,21
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26710,기장군,5
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,47,경상북도,47840,성주군,5
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,28,인천광역시,28177,미추홀구,16
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,28,인천광역시,28155,영종구,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,27,대구광역시,27110,중구,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,48,경상남도,48740,창녕군,7
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12190,광양시,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,48,경상남도,48250,김해시,12
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,48,경상남도,48850,하동군,3
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12840,장성군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41196,부천시 오정구,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,11,서울특별시,11350,노원구,14
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,51,강원특별자치도,51820,고성군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,48,경상남도,48860,산청군,3
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26110,중구,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,11,서울특별시,11200,성동구,7
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,48,경상남도,48127,창원시 마산회원구,3
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,47,경상북도,47850,칠곡군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41800,연천군,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41133,성남시 중원구,9
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12210,동구,5
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41670,여주시,8
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,11,서울특별시,11380,은평구,10
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41271,안산시 상록구,10
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26290,남구,7
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,47,경상북도,47730,의성군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,48,경상남도,48270,밀양시,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26140,서구,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41597,화성시 동탄구,13
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12860,진도군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12750,보성군,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41430,의왕시,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26470,연제구,3
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,28,인천광역시,28125,제물포구,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,52,전북특별자치도,52180,정읍시,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,51,강원특별자치도,51210,속초시,9
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12110,목포시,10
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12730,구례군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,28,인천광역시,28245,계양구,8
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41171,안양시 만안구,9
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,11,서울특별시,11440,마포구,10
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,47,경상북도,47820,청도군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,51,강원특별자치도,51230,삼척시,5
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,11,서울특별시,11650,서초구,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,11,서울특별시,11290,성북구,8
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12710,담양군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12740,고흥군,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,47,경상북도,47940,울릉군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,52,전북특별자치도,52190,남원시,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,28,인천광역시,28275,서해구,19
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12720,곡성군,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12810,무안군,3
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12780,강진군,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,48,경상남도,48870,함양군,5
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,52,전북특별자치도,52140,익산시,12
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12770,장흥군,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41820,가평군,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,43,충청북도,43745,증평군,3
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,47,경상북도,47750,청송군,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,12,전남광주통합특별시,12870,신안군,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,51,강원특별자치도,51830,양양군,4
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26170,동구,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,11,서울특별시,11320,도봉구,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,44,충청남도,44825,태안군,5
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26500,수영구,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,28,인천광역시,28290,검단구,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41290,과천시,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,41,경기도,41173,안양시 동안구,8
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,48,경상남도,48330,양산시,6
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26320,북구,3
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,48,경상남도,48720,의령군,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26530,사상구,2
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,28,인천광역시,28720,옹진군,1
일반한식,I20199,기타 한식 음식점,MEDIUM,기타 한식 음식점,2485,26,부산광역시,26200,영도구,1
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11500,강서구,438
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11440,마포구,457
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41465,용인시 수지구,164
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11740,강동구,293
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48125,창원시 마산합포구,248
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,47,경상북도,47130,경주시,459
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11110,종로구,298
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11170,용산구,236
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,44,충청남도,44230,논산시,142
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,47,경상북도,47170,안동시,276
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11590,동작구,217
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,51,강원특별자치도,51130,원주시,576
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11260,중랑구,326
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,31,울산광역시,31140,남구,515
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11530,구로구,303
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12800,영암군,62
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,30,대전광역시,30200,유성구,425
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12710,담양군,98
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11410,서대문구,232
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,47,경상북도,47113,포항시 북구,312
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11290,성북구,264
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,28,인천광역시,28245,계양구,239
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11545,금천구,242
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11140,중구,290
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12810,무안군,78
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11560,영등포구,432
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,52,전북특별자치도,52710,완주군,152
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,28,인천광역시,28237,부평구,358
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41370,오산시,244
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41220,평택시,692
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11470,양천구,212
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41463,용인시 기흥구,244
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41273,안산시 단원구,332
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41820,가평군,134
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,26,부산광역시,26530,사상구,237
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11620,관악구,341
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,50,제주특별자치도,50110,제주시,958
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,26,부산광역시,26440,강서구,186
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41390,시흥시,489
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12830,영광군,46
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,30,대전광역시,30140,중구,291
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,52,전북특별자치도,52210,김제시,77
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41281,고양시 덕양구,352
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41210,광명시,191
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41310,구리시,164
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,43,충청북도,43114,청주시 청원구,265
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41196,부천시 오정구,121
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,27,대구광역시,27140,동구,392
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,26,부산광역시,26410,금정구,324
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,26,부산광역시,26110,중구,124
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41287,고양시 일산서구,180
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48123,창원시 성산구,292
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,44,충청남도,44200,아산시,378
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41192,부천시 원미구,397
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,30,대전광역시,30170,서구,538
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,30,대전광역시,30230,대덕구,209
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,50,제주특별자치도,50130,서귀포시,555
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,27,대구광역시,27110,중구,210
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48121,창원시 의창구,276
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41111,수원시 장안구,217
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11380,은평구,302
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,47,경상북도,47280,문경시,138
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11200,성동구,277
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11650,서초구,318
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41610,광주시,344
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12110,목포시,281
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11215,광진구,309
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,44,충청남도,44150,공주시,131
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41595,화성시 병점구,115
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,51,강원특별자치도,51210,속초시,164
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41597,화성시 동탄구,302
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,51,강원특별자치도,51110,춘천시,490
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12730,구례군,36
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,47,경상북도,47190,구미시,569
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12790,해남군,69
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41290,과천시,25
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12300,북구,446
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12150,순천시,308
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,28,인천광역시,28275,서해구,345
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,26,부산광역시,26200,영도구,87
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41285,고양시 일산동구,255
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41410,군포시,194
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48840,남해군,48
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41115,수원시 팔달구,262
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41630,양주시,247
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,28,인천광역시,28185,연수구,303
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11710,송파구,460
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41171,안양시 만안구,174
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,26,부산광역시,26320,북구,247
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41194,부천시 소사구,132
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,27,대구광역시,27290,달서구,572
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11680,강남구,604
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,44,충청남도,44825,태안군,75
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,52,전북특별자치도,52140,익산시,284
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,26,부산광역시,26230,부산진구,448
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12330,광산구,405
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41450,하남시,235
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48170,진주시,531
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,28,인천광역시,28290,검단구,140
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12760,화순군,83
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48820,고성군,84
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,52,전북특별자치도,52113,전주시 덕진구,266
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48250,김해시,834
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,43,충청북도,43112,청주시 서원구,230
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41131,성남시 수정구,206
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41570,김포시,382
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48129,창원시 진해구,265
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48330,양산시,448
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41150,의정부시,459
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,27,대구광역시,27200,남구,165
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41360,남양주시,521
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,51,강원특별자치도,51150,강릉시,366
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48220,통영시,165
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,43,충청북도,43740,영동군,66
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41461,용인시 처인구,340
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,43,충청북도,43111,청주시 상당구,262
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12860,진도군,38
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,12,전남광주통합특별시,12240,서구,351
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41591,화성시 만세구,261
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,43,충청북도,43130,충주시,301
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41500,이천시,261
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,36,세종특별자치시,36110,세종특별자치시,276
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,44,충청남도,44210,서산시,239
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41173,안양시 동안구,238
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41271,안산시 상록구,266
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,52,전북특별자치도,52130,군산시,307
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,28,인천광역시,28200,남동구,442
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,26,부산광역시,26260,동래구,301
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41480,파주시,472
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,44,충청남도,44760,부여군,71
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48127,창원시 마산회원구,202
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,27,대구광역시,27230,북구,449
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,28,인천광역시,28177,미추홀구,344
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41593,화성시 효행구,124
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,48,경상남도,48730,함안군,99
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,47,경상북도,47820,청도군,86
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,51,강원특별자치도,51720,홍천군,115
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,27,대구광역시,27260,수성구,371
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11350,노원구,276
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41650,포천시,287
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,52,전북특별자치도,52111,전주시 완산구,358
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,11,서울특별시,11305,강북구,257
갈비전문점,I20107,돼지고기 구이/찜,MEDIUM,돼지고기 구이/찜,55328,41,경기도,41113,수원시 권선구,315
